ime,država,zvrst,leto,status
Immemorial Ages,Poland,Doom,1995,3
Pussed,Spain,Death,1993,1
Forked,Chile,"Grindcore,Death",1989,1
Hideaway,Poland,Heavy,2003,3
Cryptic,Poland,"Thrash,Death",2000,4
Circle Six,Sweden,"Sludge,Atmospheric",2000,3
Revelation of Doom,Poland,Death,2005,3
Anhoxia,Chile,Death,2000,3
Stillborn,Malta,"Melodic,Gothic",2000,1
Levial,Spain,Death,1994,5
Premithon,United Kingdom,Death,2004,3
Fossor,Spain,Death,1993,3
Exkrement,France,"Thrash,Death",1990,3
Alioth,Poland,"Thrash,Death",2003,2
Legion of Death,United States,Thrash,2003,3
In Celebration,Brazil,"Death,Symphonic,Doom",1997,1
Brainicide,United States,Thrash,1989,3
Bloodshield,Brazil,"Grindcore,Death",2001,3
Scelum,Finland,Black,nan,1
Twilight Dreams,Chile,"Melodic,Power",2004,1
Costra,Chile,"Thrash,Death",1998,1
Opus Mortem,Sweden,Black,2005,4
Vindicator,United States,Thrash,2005,1
Draxsen,Australia,"Doom,Industrial",1997,1
Abhor,Ecuador,Black,1997,1
Aspire,United States,"Symphonic,Power",2004,1
Prophesia,Japan,"Melodic,Heavy",2005,1
Perfect Crime,Germany,Power,1997,5
StÃ¼rm Kommand,Bulgaria,Black,2005,3
Cadaverous Putrescence,United States,Death,2005,3
Sindecade,Germany,Black,2005,4
Dark Embraze,Finland,"Melodic,Dark,Death",2002,5
Serpens,Chile,Death,1993,1
Die Theory,United States,"Thrash,Crossover",nan,3
Deranged,United States,Thrash,nan,3
Dethroned,United States,Death,1992,3
Fracture,Norway,"Power,Progressive",2005,4
Older North,United States,Viking,2003,3
Death Con 1,United States,"Thrash,Death",1994,3
Hard to Kill,Netherlands,Black,2003,3
Servator,Germany,"Thrash,Death",1994,1
Crowhaven,United States,"Heavy,Hard,Rock",1983,1
Visceral Tumor,Spain,"Grindcore,Death,Brutal",1992,1
Axatak,Australia,Heavy,1981,3
Lafayn,Poland,Power,1996,3
Ignis Fatuus,Poland,"Death,Doom",1993,3
Aryon,United States,Heavy,1982,3
Wrath,Germany,Death,1998,1
Sethlans,Italy,Black,2004,2
Undence,Finland,"Heavy,Speed,Power",2004,3
Hellmight,Brazil,Black,2004,3
Invalid Libido,Poland,Goregrind,2005,3
Environmental,United States,"Thrash,Hardcore",2000,3
S.O.K.,Spain,"Death,Brutal",nan,3
Devilish Distance,Russia,Death,2004,1
Sickness,Chile,"Technical,Thrash,Speed",1999,1
Corruption,Greece,"Grindcore,Death",2004,3
Blasphemical Procreation,Brazil,Black,2003,1
Axe Minister,United States,Thrash,1981,3
Necroholocaust,Canada,"Death,Black",2003,1
Moonville,Sweden,Power,2002,3
Almighty Emperor,Brazil,Black,2003,3
Ð¤Ð°ÐºÑÐ¾Ñ Ð¡ÑÑÐ°ÑÐ°,Russia,"Melodic,Death",2004,3
Witch Hammer,Czech Republic,Heavy,1999,1
Corroded,Turkey,"Grindcore,Death",1997,3
Ghosts of the Old Nightmare,United States,"Doom,Black",2004,1
Acrimony,Poland,"Technical,Thrash",1990,3
Cross Denied,Greece,Black,2004,3
Sacrificed,Poland,"Death,Black",1993,3
Amphoteros,Hungary,Heavy,2003,5
Leviathan,Spain,Heavy,1993,3
Wreckage,United States,"Heavy,Thrash",1988,3
Hexxen,Sweden,"Heavy,Power",2003,4
Terminal Reign,United States,"Technical,Thrash",1989,3
Ars Inferi,Mexico,Black,2004,1
Selbstopfer,United States,Black,2004,3
13 Candles,United States,Heavy,1991,3
Thy Only Forgotten,Mexico,Death,1993,1
VÃ¤ri Avaruudesta,Finland,Black,1997,1
Anesthesia,Croatia,"Thrash,Alternative,Rock",1988,1
Zepherus,United States,Heavy,1988,3
Wicked Gypsy,United States,"Heavy,Power",1994,3
4order,Finland,Gothic,1999,1
Court of Azomor,United States,Black,nan,5
Lost in Darkness,Colombia,"Death,Doom",2004,1
Damager,United Kingdom,"Thrash,Death",2001,3
Damascus,Canada,"Melodic,Death,Progressive",2004,1
Amoteph,Sweden,Heavy,2002,1
The Other Side of the Sky,United States,"Sludge,Ambient",2002,2
Bunkher 418,Brazil,"Death,Black",2004,4
Sick Room 7,Denmark,"Doom,Ambient",2005,1
Enforcer,Sweden,"Heavy,Speed",2004,1
RetorziÃ³,Hungary,Thrash,nan,3
Maxmillion,United States,"Sludge,Metalcore,Doom,Thrash",2001,3
The Midwinter,Finland,"Melodic,Death",1992,1
Orchid,Italy,Black,2004,3
Sanguinary,United States,Death,nan,3
Belyerath,Spain,"Doom,Gothic",2001,3
Vera Efigies Instrumentis Oscurum,Chile,"Doom,Gothic",2003,3
Deimos,Chile,"Melodic,Death",nan,1
Almarhum,Malaysia,Black,nan,3
Childz Play,United States,Heavy,1982,3
Talesien,Spain,"Power,Progressive",2002,1
Irreverencia,Chile,"Thrash,Speed",1995,1
Atrocious,Malaysia,Black,1993,1
Filtheless,Malaysia,"Death,Brutal",nan,3
Mental Phobia,Malaysia,Death,1998,4
Mindwar,Malaysia,Thrash,nan,1
Mindshift,Sweden,"Melodic,Metalcore,Death",2003,1
Molehill,United States,Sludge,1998,3
Revenge,Malaysia,Black,1999,1
Devotam,Brazil,Black,2005,1
Abacinate,United States,Deathcore,2004,1
AK-47,Mexico,"Thrash,Crossover",1996,1
Warbringer,United States,Thrash,2004,1
Narrator,Malaysia,Death,nan,4
Perverts,Malaysia,Black,2000,4
Sailendra,Malaysia,Death,1997,4
S.L.G.,Malaysia,"Melodic,Death,Black",nan,4
Silence Enshroud,Malaysia,"Dark,Doom,Gothic",1996,4
Unitheism,Malaysia,Death,1992,3
Woebegonic Zephyr,Malaysia,Doom,1996,3
Blodkarsk,Norway,"Viking,Black",2004,4
Arbitrium,United Kingdom,"Melodic,Death",2002,1
Tjern,France,Black,2005,3
Clutch Mental Hospital,Finland,"Grindcore,Death",2005,1
Void,Greece,"Thrash,Heavy",1991,3
Azrael Rising,Finland,Black,nan,1
Ancepsdea,Finland,"Black,Gothic",2001,5
Malummeh,Finland,"Thrash,Metalcore,Groove",2004,5
Strained,Finland,"Melodic,Death",2004,1
Sunflower,Poland,"Thrash,Metalcore",1994,4
Landfill,United States,"Death,Industrial",1992,3
Inaeternum,Colombia,"Death,Doom",1992,3
Eroded,Germany,Death,2004,1
Land of Charon,Hungary,"Dark,Death,Gothic",1992,4
Siechtum,Germany,Black,1995,3
Imperial,Sweden,Black,1994,5
Thanatos,Portugal,Death,1997,5
Early Man,United States,"Heavy,Thrash,Speed",1997,1
Sinistre,France,Black,2004,3
Vargnatt,Germany,Black,2004,3
Ð¡ÑÐ°Ñ,Belarus,Heavy,2003,5
Sorrow Breed,Portugal,"Hard,Gothic,Rock",2004,4
Sekhmet,United Kingdom,"Thrash,Death",2003,3
Baba Yaga,United Kingdom,Black,2004,4
Kromlek,Germany,"Viking,Black,Folk",2004,3
Andeathion,United States,Death,2000,3
Draugen,Finland,Folk,2004,4
Yargos,Germany,Progressive,1973,1
Inferal,Finland,"Heavy,Speed",2001,5
Venus,Chile,"Heavy,Industrial,Rock",1986,3
Philadelphia,Hungary,"Folk,Progressive",2001,3
Glaser,France,"Pagan,Ambient",2005,2
Ghost in the Gears,United States,Death,2003,4
Forgotten Kingdom,Sweden,Power,1999,1
Eternal Chaos,Sweden,Death,2001,5
Division X,Norway,"Industrial,Black",2004,5
Banisher,Poland,"Technical,Death,Experimental",2005,1
Eisiger Wald,France,"Black,Depressive,Pagan",2004,1
Armageddon,Hungary,Black,1994,5
Altercated,Poland,Death,2003,1
Surofhest,Turkey,"Death,Brutal",2002,3
The Disease,Italy,Death,1988,3
Conato de Violencia,Spain,Thrash,1994,3
Septycal Gorge,Italy,"Technical,Death,Brutal",2004,1
SynnÃ¶ve,Australia,"Black,Doom,Atmospheric",2002,1
The Law,Sweden,Thrash,2004,1
Goreality,United States,"Death,Brutal",2003,1
Mooncult Suicide,United States,Black,2005,1
Satan's Warriors,United States,Death,1986,3
Weed in the Head,Germany,"Stoner,Doom",2000,3
Yggdrasil,France,Black,2005,1
N-Carkade,Greece,Heavy,1998,1
Emberland,Russia,"Death,Brutal",2002,3
MarysCreek,Sweden,Heavy,2005,1
Perryside,Bosnia and Herzegovina,"Metalcore,Death",nan,3
Nemossos,France,"Black,Pagan",2001,1
General Bomb Machine,Austria,"Technical,Death,Progressive",1990,3
Suicide Crypt,United Kingdom,"Melodic,Death",2002,3
Dar Semai,Poland,"Melodic,Death",nan,3
Ãmbermoon,Germany,Gothic,2000,1
Strongholde,Germany,"Heavy,Epic",2004,1
Bezukry,France,"Thrash,Death",2001,1
Ravenlord,Poland,"Heavy,Hard,Rock",nan,1
MaelstrÃ¶m,Czech Republic,"Heavy,Speed",2005,1
The Downward Candidate,Denmark,"Thrash,Crossover",2005,5
Ventar,Hungary,Black,2003,2
Nocturnal Winter,Brazil,Black,1999,1
Heimdallr,Sweden,"Black,Pagan",nan,4
Sly,Japan,"Heavy,Speed",1994,3
Seeds of Baphomet,Germany,Thrash,2003,3
Anartria,Brazil,"Grindcore,Death",2000,1
Clone the Fragile,United Kingdom,"Metalcore,Death",2004,3
Fast Break,Germany,Thrash,1996,1
Grandmother Is Dead,Czech Republic,"Doom,Gothic,Experimental",1996,1
Gargoyle,Turkey,"Melodic,Black",2005,3
Scorzonera,Germany,Black,2004,5
Vandrar,Germany,Black,2005,1
Trauma,Spain,"Thrash,Death,Crossover",1990,3
Voxhumana,United States,"Technical,Thrash",nan,3
Abstract Butchery,Hungary,Death,nan,3
Death Sea,Poland,Death,1993,3
Desecration,United States,"Heavy,Speed",1985,3
Chain Reaction,Greece,"Death,Atmospheric",2003,1
Ornament of Disgrace,United States,Death,2001,3
Insanity,Finland,"Melodic,Death",1994,3
Disgust,Poland,Death,1991,3
Goryptic,France,"Death,Brutal",2005,1
Sleeping with Knives,France,Dark,2005,3
Grum Mortuus Sum,Poland,Death,nan,3
Anti-Systematic,Sweden,"Industrial,Gothic",nan,3
Daisy Cutter,United Kingdom,Progressive,2002,1
Evil Church,Brazil,Black,2002,1
SortilÃ©gio,Brazil,"Heavy,Symphonic,Black",1997,1
Thorsmork,Poland,"Melodic,Black",2004,3
Merciless Hate,Brazil,Thrash,2001,1
Disgusting,Spain,"Melodic,Death",1998,3
Breakneck,Brazil,Thrash,2002,4
Shining Fear,Italy,"Heavy,Gothic",2003,1
Estertor,Spain,"Thrash,Grindcore",1989,3
Thornscrown,Spain,Death,1991,3
Lethal Guest,Russia,"Melodic,Thrash,Death",2004,3
TamÃ¡s Szekeres,Hungary,Neoclassical,1988,4
Distillery,Poland,Thrash,nan,3
Oksymoron,Russia,"Melodic,Death,Black",2002,3
Timekeeper,Finland,Heavy,2005,1
Angriff,Portugal,Thrash,1997,3
Summoned,Finland,Black,2005,1
FrustradicciÃ³n,Spain,"Grindcore,Death",1992,3
Porphyria,United States,Death,1988,2
Necrofest,United States,Death,nan,3
Malfeitor,Norway,Black,1991,5
Kainin Lapset,Finland,"Thrash,Black",1996,5
Muspelheim,Australia,Black,2004,4
Gnostic,United States,"Technical,Thrash,Death",2005,1
Demise,Mexico,"Death,Doom,Progressive",1996,4
Demigod,Mexico,"Death,Black",1998,4
Organ Trails,Switzerland,Black,1996,5
Black Autumn,Sweden,Death,1992,3
Alea Jacta,Spain,"Thrash,Hardcore",1994,1
Mosoleum,France,Black,1998,3
Claustrophobia,Sweden,Thrash,1990,3
Insanity,Spain,Death,nan,3
AbadÃ­a,Spain,Heavy,1996,3
Avatar Slain,Finland,"Thrash,Black",2002,3
Katharsis,Germany,"Dark,Gothic,Progressive",2001,2
Fetus in Feto,Spain,Metalcore,2003,1
Ziryab,Spain,Heavy,1996,5
The Scrubs,United Kingdom,Heavy,nan,3
Mens Sana,Spain,Heavy,1996,3
Nafalgar,Germany,Black,2001,1
At-Mortem,Germany,"Melodic,Black",1998,5
Torrid,Germany,"Heavy,Hard,Rock",1999,1
Dweller,Ireland,"Death,Doom",1992,3
Nostredame,Poland,"Thrash,Death",1988,3
Parryzide,Germany,Thrash,1997,1
Crom Cruach,Poland,Death,1990,3
Stonehenge,Poland,"Death,Gothic,Doom",1996,3
Sideshow,Finland,"Melodic,Heavy",1994,1
In Your Face,Switzerland,"Melodic,Heavy",1994,1
Dissident,Chile,Thrash,2000,1
Fleshtone,Finland,"Melodic,Gothic",nan,3
Indecent,Germany,"Death,Black",1998,3
Scavanger,Germany,Heavy,2003,1
Mummified,Costa Rica,Death,2003,1
The Seventh Cross,United Kingdom,"Melodic,Death,Black",2004,3
The Killing Machine,Italy,Heavy,2002,2
Legion,United States,"Thrash,Speed",1985,3
Hellbender,Sweden,Heavy,1998,3
Prophet's Eye,United States,Thrash,2006,3
Hate Sanctuary,France,Black,2005,1
The Rain,Finland,"Melodic,Heavy,Hard,Rock",1987,2
Cemetery Earth,United States,Death,nan,5
Cry-Max,Japan,Heavy,1987,3
Confessor,New Zealand,Heavy,1985,3
Valth Beake,Mexico,Black,1998,1
Kraah Dunum,Germany,Black,nan,3
Insanitary,Germany,"Thrash,Metalcore",2005,1
ÐÐ±Ð»Ð°ÑÐ½ÑÐ¹ ÐÑÐ°Ð¹,Russia,Heavy,1978,3
In Infernal War,Brazil,Black,2002,1
Lightmass,Germany,"Doom,Black",nan,3
Phorkyas,Germany,"Melodic,Death",1996,3
Angelus Mortis,Germany,"Melodic,Death,Black",1998,3
VeÃ¯lhalt,Brazil,Death,2004,1
Edone,Spain,"Heavy,Neoclassical",1994,4
Submerged in Dirt,United States,"Thrash,Death,Black",2005,1
Synthphonia Suprema,Italy,Power,nan,4
Horror Chamber,Brazil,Death,2004,1
Chrome,Finland,Thrash,2001,1
Warpride,Brazil,"Melodic,Heavy,Epic",2002,1
7 Seals,Germany,Power,2003,1
Black Wizard,Brazil,"Heavy,Thrash",1997,1
Toxic Death,Spain,"Thrash,Death",1993,3
Panzerfaust,Brazil,"Thrash,Death",2003,3
Dreamlord,Poland,"Melodic,Thrash,Death",2004,3
Casual Silence,Netherlands,"Rock,Progressive,Classic",1993,3
Hypnosis,Poland,"Thrash,Heavy,Speed",1988,3
Life Stealing,Brazil,Power,1998,4
Skull Smokes,Poland,"Thrash,Heavy",1991,3
Acratas,Colombia,Thrash,1998,2
Lord of Hate,Estonia,Black,2004,3
Ocularis Infernum,Latvia,"Melodic,Black",2002,1
Outrage,United States,Thrash,1991,4
Hatework,Germany,Thrash,1996,3
Crucifixion,Brazil,"Death,Black",2002,1
Hollister Fracus,United States,"Heavy,Alternative,Hard,Power,Rock",1993,1
Public Code,Germany,"Metalcore,Groove",2004,4
Defence Force,United Kingdom,"Thrash,Death",2004,3
Deity Undead,United States,Black,2004,1
Redeemer,United Kingdom,Black,2004,1
Sigel SS,United States,"Black,Ambient",2005,3
Infernal Death,Poland,Death,1991,3
BlackDust,Germany,"Heavy,Thrash",2001,1
Vexation,Poland,"Grindcore,Death",1986,3
Shamed,Finland,"Melodic,Death",2001,1
Wrathorned,Brazil,Black,2000,3
Black Cult,Brazil,Black,2005,1
Face Down Hero,Germany,Thrash,2004,1
Dead Astray,Germany,"Melodic,Death",2005,4
Salute,United Kingdom,"Heavy,Thrash,Death",2004,1
Memorium,Canada,Deathcore,2001,3
Grecco,Costa Rica,"Death,Power,Progressive",1996,1
Reifriesen,France,"Melodic,Epic,Black",2002,3
Schlachtruf,Germany,Black,1996,3
Lord Hitler,Poland,"Death,Black",1990,3
Stench of Decay,Finland,Death,2004,1
Ofhisownhand,United States,"Sludge,Stoner,Doom",nan,3
Tower of Stone,Sweden,Heavy,2003,1
HÃ¤matom,Germany,Groove,2003,1
Slagmen,Finland,Heavy,1999,1
Spel,United States,Progressive,2000,1
Viscera Infest,Japan,"Grindcore,Death,Brutal",1999,1
Deidath,Mexico,"Heavy,Thrash",2002,1
Einheriar,Sweden,Black,2000,3
ÐÑ Ð¼Ð°Ð»ÑÐº,Bulgaria,"Heavy,Speed",1991,3
Kranium,United States,Death,1989,3
I.X.R.I.,United States,Black,2004,3
Metallisk Esel Hives,Finland,"Death,Black,Progressive,Ambient",2005,3
Gary Churr and the Beers,New Zealand,"Sludge,Groove",2005,1
Death Sick,United States,"Death,Brutal",1999,1
Mayhem,Finland,Thrash,1983,3
Permafrost,United States,Black,2004,5
Crematory,Finland,Death,nan,3
Impending Dread,Germany,"Thrash,Death",1993,4
Primortal,United States,"Thrash,Death,Groove",nan,3
Exhumed,Sweden,Death,1990,5
Antropoid,Slovakia,Thrash,2003,4
Moonlight Reverence,France,"Melodic,Heavy",1998,3
Adherent,Poland,"Death,Doom",1995,3
Inner Aggression,Germany,"Melodic,Thrash,Death,Black",2004,5
Ex Animae,Poland,"Death,Doom",1994,3
First Reign,Canada,Progressive,2004,1
Valkyrie,United States,Thrash,1985,3
Ecliptyka,Brazil,"Melodic,Death,Power",1998,1
Funebrial,United States,Black,2005,4
Zynnghard,Brazil,Black,2000,4
Terrific Verdict,Finland,Thrash,nan,3
Deathmarch,Canada,"Thrash,Death,Black",2002,1
RÃ¼ckgrat,Germany,"Medieval,Folk",1994,3
Brutalidad Carnal,Argentina,"Gothic,Black",2003,1
Crystallion,Germany,"Heavy,Power",2003,1
Befrost,Finland,Power,2000,3
Throsha,Argentina,Thrash,2001,1
Godhead,United States,Death,1992,3
Solitary,Poland,Doom,1993,1
Suplicio,Argentina,Power,nan,1
Nuclear Hammer,Finland,Black,nan,3
Frozen Throne,Italy,Black,2003,2
Eucrasia,Argentina,Thrash,1995,1
Astaroth,Mexico,Thrash,1988,1
Malediction of the Wicked,United States,Thrash,2005,3
Apocryphal,Mexico,Death,1994,3
Triumph of Death,Italy,"Death,Black",2005,1
Vendavall,Argentina,"Heavy,Power",2003,3
Esoteric,Mexico,Death,1993,3
Last Funeral,Belgium,"Melodic,Thrash,Death",1993,5
Glanfien,Finland,Black,2002,3
Ibn Ghalad,Germany,Power,1997,1
Dodsferd,Greece,Black,2001,1
Nailed Angels,Germany,Black,1994,3
Mental Derangement,Germany,Atmospheric,1995,3
Doncker,Netherlands,Black,nan,3
Katrina Johansson,United States,"Heavy,Shred",2005,1
Diabolic Throne,Chile,Black,1999,2
Poisoned Gift,Germany,Heavy,2001,3
Venthole,Finland,Heavy,1996,1
Mog Ruith,Canada,"Thrash,Black",1999,3
Exploder,United States,"Sludge,Doom",nan,5
Darkhole,Mexico,Death,nan,1
Kingdom of Salvation,Germany,"Thrash,Death",2003,1
Excruciation,Brazil,"Grindcore,Death",1994,3
Pride,Brazil,Power,1990,3
Peurs Ancestrales,France,Black,2004,1
Punisher,Argentina,Heavy,1994,3
Kronos,Argentina,Heavy,nan,3
Crossbreed,Slovenia,Thrash,1998,3
Kerigma,Argentina,Death,1989,3
Ad Astra,Spain,"Neoclassical,Power",2003,5
Sequedal,Argentina,Power,nan,4
Volcanika,Argentina,Heavy,nan,4
Lacro,Argentina,Power,1980,3
Oxido,Argentina,Heavy,1997,1
Morgue,Argentina,Goregrind,2000,1
Escape Libre,Argentina,Power,nan,3
Rotten Ruins,Germany,"Grindcore,Death,Black",2002,3
Hamestagan,Argentina,"Grindcore,Death",1991,3
Sic(k)reation,Germany,"Thrash,Death",2004,1
Sons of Death,Germany,"Death,Groove",2004,1
Celebration,Poland,Death,1990,3
Warbreed,Argentina,"Melodic,Death",2005,1
Deadlight,Finland,"Melodic,Gothic",2002,5
Cabal,France,"Grindcore,Death",1995,3
Therianor,Argentina,Power,2001,1
The Exalted Piledriver,Canada,Thrash,2004,1
Daementia,Spain,"Melodic,Heavy",2002,3
Sicknote,Finland,Heavy,1999,1
Corsario Negro,Argentina,Heavy,2000,1
Premonition,Macedonia (FYROM),Death,2004,3
Thaurorod,Finland,"Power,Progressive",2002,1
MutaciÃ³n,Argentina,Heavy,1994,3
Vortice,Argentina,"Heavy,Thrash",2003,5
Angkor,Argentina,"Death,Black",1992,4
Nightqueen,Belgium,"Symphonic,Power",2004,1
Sodoma,Brazil,"Thrash,Death,Black",2003,1
Distimia,Mexico,Heavy,nan,4
Rictus Calices,Argentina,Death,2003,1
Torment,United States,Thrash,1986,3
Fool's Box,Brazil,Progressive,nan,1
Antiqua,Mexico,"Melodic,Death,Doom",1995,3
Insan3,Canada,"Death,Groove",2004,1
Headfucker,Poland,"Heavy,Progressive",2000,3
Redimoni,Spain,Thrash,2000,1
Necropedophilia,Costa Rica,"Grindcore,Death,Brutal",2003,4
Torment,United States,Power,1985,3
Pandemia,Spain,"Death,Brutal",1990,3
Absolute Zero,United States,"Thrash,Power",1988,3
Fated,Germany,"Melodic,Death",nan,1
Infection,Germany,"Death,Brutal",2004,3
SpiRitual,Germany,"Gothic,Folk",2005,4
Tondra,United States,Death,1997,1
Crash Test,Argentina,Groove,1999,1
Agnus Dei,Spain,"Industrial,Groove",2001,1
Citadel,United States,"Viking,Black",2005,3
AmÃ¼za,Japan,Death,2002,1
Corona Borealis,Turkey,"Melodic,Death",1998,1
Amputist,United States,"Thrash,Death",1991,3
Abhor,Ireland,Black,1994,3
Plaguelord,United States,Thrash,1988,3
Self Destruct,United States,"Thrash,Death,Speed",1988,3
Prosthesis,United States,Death,nan,3
Cipher,United States,"Heavy,Progressive",1996,3
Abysmal Forest,Brazil,Black,1995,1
Burning Butthairs,Germany,"Grindcore,Death",2001,1
Hyde River,Brazil,"Melodic,Heavy",2000,2
ÐÐ¸ÑÑÑ,Lithuania,"Dark,Experimental",2005,1
Wild Karnivor,France,"Thrash,Death,Rock",2000,5
Heimdalls Wacht,Germany,"Black,Pagan",2004,1
Lightning,Spain,Death,1990,1
Portall,Netherlands,Thrash,2003,1
Out for Blood,United Kingdom,"Sludge,Metalcore,Death",2003,1
Orthros,Finland,"Melodic,Death",1999,3
Lunarsphere,Germany,"Melodic,Death",2004,1
Kranda Mayat,Indonesia,"Thrash,Death",1997,2
Metal Militia,Spain,Thrash,1990,3
Krad,France,"Death,Brutal",1999,3
Heaven and Hell,Germany,"Heavy,Hard,Rock",1992,5
Isenscur,United Kingdom,Black,2004,1
Winterkald,Sweden,"Dark,Black,Ambient",2005,1
Lineage,United States,Death,2005,3
Tragedy,Cuba,Death,2003,1
Lahylat,Mexico,Gothic,1998,1
In Pulverem Reverteris,France,"Death,Black",2002,5
Soul's Dying Path,El Salvador,Death,1998,3
Austhral,Brazil,"Symphonic,Black,Folk",2004,3
ShadowRealm,United States,"Thrash,Heavy,Power",2001,1
Psy-War,Costa Rica,Death,1991,3
Bacchus,Belgium,Heavy,1982,3
Ponce Pilate,France,Heavy,1979,3
Metalwolf,United States,"Melodic,Heavy,Power",1983,1
Non Immemor Mei,Russia,"Death,Doom",2001,1
Bloodbound,Sweden,"Heavy,Power",2004,1
Adonis,United States,"Thrash,Speed",1984,3
Albatross,United States,Power,nan,3
Lawmaker,Brazil,Heavy,1997,1
Colder Than Moon,Russia,"Melodic,Death,Black",2002,3
Battery,Poland,"Thrash,Power",1988,3
Volis,Lithuania,"Heavy,Hard,Rock",nan,3
Kapein,Germany,Black,2004,3
Electric Hate Machine,Poland,"Thrash,Death",1995,3
Dekapited,Spain,Death,1992,3
AutumnMoon,Sweden,"Melodic,Power",2000,3
Thorn,Poland,"Heavy,Thrash",1991,3
Cremate,Greece,"Thrash,Death",nan,3
Ehwass,Germany,Black,2005,2
Mithrubick,Brazil,"Grindcore,Death,Brutal",1999,1
Dread,Italy,"Metalcore,Death",2001,1
Crna Udovica,Croatia,Heavy,1983,3
Austerity,Italy,"Funeral,Doom,Ambient",2005,1
Corpse Grinder,Croatia,"Death,Brutal",1992,3
Luay Rifai,Syria,"Heavy,Hard,Shred,Progressive,Rock",1999,1
Amen,Croatia,"Thrash,Death,Progressive,Psychedelic",1990,1
Soter,Croatia,"Death,Doom",1993,3
Fragment,Croatia,"Power,Progressive",2002,3
Pirin,Bulgaria,"Dark,Black",nan,3
Bloodline to Zero,Germany,"Death,Grindcore,Doom",nan,1
Mudgod,United States,Heavy,1996,3
Crematorio,Argentina,"Grindcore,Death",1991,1
Purity,Finland,"Thrash,Heavy,Rock",1991,1
Cerimonial Sacred,Brazil,"Symphonic,Black",1998,1
Adiktus,Ecuador,Power,1998,4
Deathtrap,Belgium,Thrash,nan,3
Whisper,Belgium,Heavy,nan,3
Belle Gunness,United States,Thrash,1988,4
Bible Black,United States,"Thrash,Heavy",1984,3
Eufobia,Bulgaria,Death,2003,1
Afgunst,Belgium,Black,2004,4
Paranormal Disposition,United Kingdom,"Thrash,Death",1993,3
Mephitis,Ireland,Death,1993,1
Railsplitter,United States,"Stoner,Doom",2002,3
Electric Magma,Canada,"Stoner,Rock",2000,1
Lying Beneath,United States,"Thrash,Hardcore",2005,1
The Tyrant of Manchester,United Kingdom,"Black,Experimental",nan,1
Absurdium,Brazil,Death,2000,1
Misanthropy,Brazil,"Death,Gothic",2004,5
Rapture,Germany,"Thrash,Power",1993,3
Medieville,Brazil,"Thrash,Death",2002,1
Scream in Darkness,Russia,"Melodic,Death",2005,1
Abnormyndeffect,Moldova,"Grindcore,Death",2004,1
Giuntini Project,Italy,"Heavy,Hard,Rock",1988,1
DÃ©r,Hungary,Black,2005,3
Cruciatus,Italy,Black,2001,3
Plague of Sorrow,Switzerland,Black,2005,5
Cosmic Haze,Germany,Thrash,1995,3
Modus Operandi,United States,"Technical,Thrash,Power",1994,1
Cut Throat,United States,"Heavy,Power",1997,4
Solarward,Belarus,"Melodic,Black",2003,1
Bastille,United States,"Power,Progressive",1987,3
